
7,97,,
16,214,,
2,10,,
,762,,
20,2663,,
,,1,
2,15,,
,1,2,
,,5,
5,,17,
,1,3,
2,3,,
,,1,
13,497,,
